respondent_id,dna_segment,monthly_income_midpoint,age_group,city_tier,gender,occupation,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,discovery_social,discovery_friends,discovery_apps,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,max_single_spend,lifestyle_spend,monthly_book_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA0252,Productivity Achiever,30000,4,1,1,3,4,4,3,3,2,8,7,4,5,4,5.0,0,1,0,1,0,0,2,1,1,0,1,0,0,1,1,1,0,2,3,1,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,4,5,245,645.0,1010,1482,2500,2250,350,0,1,0,0,0,2,2,9,1,3,1,5,3,0,2,clean
BDNA0253,Curious Explorer,15000,4,1,2,6,5,2,5,3,3,2,7,2,4,5,2.5,0,1,0,0,1,0,5,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,2,2,133,387.0,636,903,750,1000,350,0,0,1,1,0,4,1,5,1,5,1,1,3,0,1,clean
BDNA0254,Productivity Achiever,30000,6,1,1,3,3,4,1,3,2,7,2,1,2,3,2.5,0,0,1,0,0,1,4,0,0,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,1,4,5,338,825.0,1277,1796,2500,2250,350,0,0,0,0,0,2,3,8,3,3,2,5,1,1,1,clean
BDNA0255,Midnight Escapist,30000,7,2,2,2,3,3,3,4,3,9,2,3,1,3,5.0,1,0,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,4,1,1,1,0,1,0,0,0,1,1,1,2,3,1,0,1,0,0,1,1,2,241,556.0,898,1431,1500,2250,750,1,0,0,0,0,2,3,5,4,1,4,1,2,1,1,clean
BDNA0256,Emotional Reader,60000,5,4,2,2,3,4,2,3,3,12,6,4,1,3,2.5,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,4,2,1,1,0,0,1,0,0,0,0,1,2,2,0,0,1,0,1,0,5,4,466,888.0,1568,2091,2500,4500,350,0,0,1,0,1,4,3,5,1,2,5,1,1,1,1,clean
BDNA0257,Non-Reader,5000,4,3,1,3,2,3,4,3,2,3,1,3,6,2,0.0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,1,0,0,5,6,140,271.0,455,676,150,250,100,1,0,0,0,0,1,2,5,1,3,3,4,5,0,1,clean
BDNA0258,Emotional Reader,60000,2,1,1,2,3,3,4,5,2,9,5,5,3,4,1.0,0,1,0,1,0,1,3,1,1,0,0,1,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,2,5,387,861.0,1451,2166,2500,2250,1500,1,1,1,1,1,2,3,7,4,3,3,2,2,1,1,clean
BDNA0259,Emotional Reader,60000,6,2,1,4,4,4,3,5,3,15,3,3,5,3,1.0,0,0,0,0,1,0,5,1,0,1,0,1,0,0,0,1,0,2,3,1,1,0,1,0,1,1,0,1,3,3,2,0,1,0,0,0,1,2,3,464,896.0,1382,1914,2500,4500,750,1,1,0,1,1,1,3,10,3,1,2,2,3,0,2,clean
BDNA0260,Midnight Escapist,30000,4,3,1,3,4,3,3,4,4,11,4,3,4,4,2.5,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,5,3,229,542.0,885,1042,750,1000,750,1,1,0,0,1,1,2,9,2,2,2,1,2,1,1,clean
BDNA0261,Emotional Reader,15000,3,1,1,2,4,4,2,5,4,3,6,1,3,3,5.0,0,0,0,0,1,1,5,1,1,1,0,1,0,1,1,1,1,3,3,0,0,1,1,1,1,0,0,1,2,2,2,0,0,0,0,0,0,5,2,250,492.0,696,1059,750,1000,100,1,0,0,0,1,1,2,5,1,2,1,3,3,0,2,clean
BDNA0262,Non-Reader,15000,2,4,3,2,3,3,2,3,4,0,3,6,6,3,1.0,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,1,0,6,1,109,251.0,364,528,350,1000,100,1,0,0,0,0,4,4,5,2,3,3,5,5,0,1,clean
BDNA0263,Midnight Escapist,60000,2,3,2,3,4,3,2,3,4,10,1,3,5,4,1.0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,1,0,0,3,3,1,1,1,1,0,0,1,0,1,2,3,3,0,0,0,0,0,0,4,2,429,862.0,1437,1920,2500,2250,1500,0,0,0,0,1,1,2,6,3,1,1,2,3,0,2,clean
BDNA0264,Productivity Achiever,15000,3,1,1,2,4,4,3,3,2,11,7,2,4,3,8.0,1,0,1,1,0,0,2,0,1,0,1,0,1,1,1,1,1,3,5,1,1,1,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,6,1,398,787.0,1256,1717,750,1000,350,1,1,0,0,1,1,3,5,1,1,1,2,4,0,3,clean
BDNA0265,Curious Explorer,15000,2,3,2,1,5,4,3,4,3,5,2,5,4,4,8.0,0,0,1,0,0,0,3,0,1,1,0,1,1,0,0,0,0,1,5,1,1,0,1,0,1,1,1,0,3,4,1,0,0,1,0,1,0,4,3,137,433.0,839,1188,350,1000,350,0,0,0,0,0,1,2,7,4,3,3,1,2,1,3,clean
BDNA0266,Curious Explorer,15000,3,3,1,2,3,3,4,4,3,5,1,6,3,4,2.5,1,0,0,1,0,0,6,0,0,1,1,0,0,0,1,1,0,2,4,0,1,1,0,1,1,0,0,1,2,4,3,0,0,0,1,0,0,5,3,182,318.0,544,729,750,250,350,1,0,0,0,0,1,1,8,1,4,2,3,1,1,3,clean
BDNA0267,Emotional Reader,15000,5,1,1,1,4,3,3,5,4,14,3,5,2,3,5.0,0,1,0,0,1,1,2,1,1,0,1,0,1,0,0,0,0,4,1,0,1,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,6,2,212,441.0,849,1002,750,1000,350,1,1,0,0,0,1,2,6,2,1,1,2,2,1,1,clean
BDNA0268,Curious Explorer,15000,3,4,2,4,5,2,3,5,4,2,1,6,3,4,8.0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,3,1,1,1,1,0,0,1,0,1,2,3,3,1,0,0,0,0,0,5,2,234,332.0,438,653,350,1000,100,1,0,0,0,0,1,1,10,1,2,2,1,1,1,2,clean
BDNA0269,Productivity Achiever,15000,4,2,1,2,4,4,4,4,2,6,4,3,2,5,1.0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,2,5,1,0,0,1,1,1,0,1,0,2,3,1,0,1,0,0,0,0,2,2,300,653.0,1161,1455,750,1000,350,1,1,1,0,0,3,1,7,1,2,4,1,5,0,3,clean
BDNA0270,Midnight Escapist,100000,4,2,1,2,3,2,3,4,3,9,2,6,3,5,5.0,0,1,0,1,0,1,5,0,1,0,1,1,0,0,1,0,0,3,4,0,1,1,1,0,1,1,0,1,1,4,2,1,0,0,0,0,0,4,5,463,1075.0,1825,2476,2500,4500,1500,1,1,1,1,0,4,3,8,1,4,2,1,1,1,3,clean
BDNA0271,Curious Explorer,15000,2,2,1,2,4,2,5,4,3,5,2,2,4,3,2.5,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,3,2,0,1,0,1,1,0,0,1,1,3,1,3,0,1,0,0,0,0,2,4,86,336.0,456,891,750,1000,100,0,0,1,0,0,2,1,8,2,1,1,3,2,1,1,clean
BDNA0272,Curious Explorer,30000,4,2,2,1,5,3,3,3,3,4,4,3,4,4,8.0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,0,1,0,0,1,0,0,0,0,1,4,2,1,0,0,0,0,0,1,1,333,575.0,794,1432,1500,1000,350,1,0,0,1,0,5,1,6,1,2,2,1,3,0,3,clean
BDNA0273,Curious Explorer,30000,2,2,2,2,4,2,4,3,3,5,4,1,4,3,1.0,1,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,3,3,1,0,1,0,1,1,1,0,1,1,3,2,1,0,0,0,0,0,2,5,232,539.0,815,1338,1500,1000,350,1,0,0,1,1,1,1,6,1,2,2,2,1,1,2,clean
BDNA0274,Non-Reader,60000,7,3,2,3,2,3,4,3,3,4,7,2,3,2,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,1,0,0,1,3,283,625.0,993,1528,1500,1000,1500,0,1,0,0,0,4,3,2,1,4,2,2,3,0,1,clean
BDNA0275,Productivity Achiever,60000,3,3,1,1,4,4,3,4,2,7,3,2,2,5,2.5,0,1,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,3,2,1,1,0,0,0,0,0,1,0,3,2,2,0,0,0,0,1,0,1,2,557,1026.0,1758,2426,2500,4500,1500,1,1,1,0,0,1,2,8,1,2,4,1,2,1,1,clean
BDNA0276,Productivity Achiever,15000,6,1,4,6,3,5,3,3,2,7,3,2,2,5,8.0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,2,4,1,0,1,0,0,0,0,2,5,404,687.0,1204,1608,750,1000,350,0,0,1,0,0,1,2,6,1,2,5,3,2,1,1,clean
BDNA0277,Curious Explorer,60000,4,2,2,2,4,2,5,5,2,8,3,4,6,5,5.0,0,0,1,0,1,0,3,1,0,0,0,0,0,1,1,0,1,2,2,1,1,0,0,1,1,1,1,0,2,3,1,1,0,0,0,0,0,2,2,341,638.0,946,1323,2500,4500,1500,0,0,0,1,0,1,2,6,3,2,2,2,2,1,1,clean
BDNA0278,Emotional Reader,15000,4,2,2,1,4,3,1,5,3,5,6,5,4,4,1.0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,2,1,3,0,0,1,0,1,1,5,1,286,,834,1111,750,1000,350,0,0,1,1,0,1,2,9,2,3,4,2,4,0,1,missing_psm
BDNA0279,Curious Explorer,100000,6,4,2,3,4,3,3,3,3,5,4,5,6,3,5.0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,1,0,1,3,1,0,1,1,1,1,1,0,0,2,2,3,0,1,1,0,0,0,1,2,446,1043.0,1673,2238,2500,4500,1500,1,0,0,0,0,1,3,10,2,4,3,1,4,0,2,clean
BDNA0280,Curious Explorer,15000,4,4,2,2,5,3,3,2,3,5,2,6,4,4,5.0,1,0,0,0,1,0,4,0,0,1,1,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,2,1,163,436.0,800,880,750,250,350,0,0,1,1,0,2,2,4,1,1,2,4,2,1,1,clean
BDNA0281,Non-Reader,15000,6,2,2,5,2,2,3,2,4,3,7,3,6,2,0.0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,3,4,0,0,1,1,0,0,1,5,184,338.0,520,612,150,250,350,1,1,0,0,1,1,4,1,2,5,5,2,4,0,2,clean
BDNA0282,Productivity Achiever,15000,3,1,1,3,3,5,3,3,3,6,3,6,2,4,5.0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,1,0,3,2,3,1,0,0,0,0,0,3,4,358,706.0,1241,1594,1500,1000,100,1,1,1,0,0,2,3,6,1,2,2,5,1,1,1,clean
BDNA0283,Productivity Achiever,60000,6,4,1,3,3,4,3,2,3,6,4,2,2,4,5.0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,0,1,1,2,2,1,0,0,1,0,0,0,1,1,1,3,2,0,0,0,0,0,0,4,2,436,1019.0,1497,2523,2500,4500,750,1,1,0,0,0,1,4,8,2,4,4,5,3,0,1,clean
BDNA0284,Midnight Escapist,30000,3,2,1,4,3,2,2,3,3,12,2,2,1,4,2.5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,2,1,0,1,1,1,0,1,1,0,0,2,3,1,1,0,1,0,0,1,2,3,228,603.0,1026,1456,350,1000,350,1,0,1,0,1,2,2,7,1,3,1,1,1,1,1,clean
BDNA0285,Emotional Reader,100000,4,3,2,2,3,3,4,3,2,8,1,5,4,4,8.0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,3,1,1,1,1,1,1,0,0,1,0,3,2,2,1,1,1,1,0,0,2,6,511,1207.0,1854,2489,2500,7500,1500,1,0,0,0,0,2,2,5,1,2,2,1,3,0,1,clean
BDNA0286,Midnight Escapist,5000,5,1,1,2,1,3,1,4,4,15,1,4,4,5,8.0,0,1,0,1,1,1,3,0,0,0,1,1,0,0,1,1,1,3,1,1,1,0,1,0,1,1,0,0,3,3,3,1,1,0,0,0,1,1,2,174,282.0,566,646,150,250,100,0,0,0,0,1,1,1,5,2,2,2,2,1,1,1,clean
BDNA0287,Productivity Achiever,100000,3,4,1,3,5,4,4,2,2,3,7,5,2,3,8.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,1,0,0,1,0,2,3,2,1,0,0,1,0,0,2,4,493,,2180,3232,2500,7500,1500,0,1,1,1,0,5,4,8,1,1,2,5,2,1,2,missing_psm
BDNA0288,Emotional Reader,60000,3,3,2,4,5,5,3,5,3,10,7,4,3,3,1.0,0,0,0,1,0,1,3,1,1,1,0,0,0,0,1,0,0,4,2,0,1,1,1,0,0,1,0,0,2,2,2,1,0,0,0,0,0,2,3,384,855.0,1344,2116,1500,2250,1500,1,1,0,1,1,2,2,9,2,4,5,1,3,0,1,clean
BDNA0289,Midnight Escapist,15000,7,3,2,3,4,3,2,4,5,10,2,3,3,4,5.0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,1,2,2,2,1,0,0,0,0,0,1,2,43,311.0,545,625,350,1000,350,1,1,1,1,0,2,2,6,3,1,2,3,2,1,1,clean
BDNA0290,Emotional Reader,15000,6,1,2,2,4,3,4,4,3,8,5,6,3,4,1.0,1,0,1,1,0,0,3,0,1,1,1,0,1,0,1,0,0,2,2,0,0,0,0,1,0,1,0,1,3,1,1,1,0,0,0,0,0,1,1,106,450.0,768,1013,350,250,350,0,0,0,0,1,2,3,9,3,2,3,1,5,0,1,clean
BDNA0291,Midnight Escapist,30000,5,3,1,1,3,3,3,3,5,8,2,3,4,4,2.5,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,1,1,0,0,0,3,1,2,0,0,0,0,0,0,2,3,145,554.0,857,1100,750,2250,750,1,0,0,0,0,1,3,6,3,1,2,2,3,0,1,clean
BDNA0292,Midnight Escapist,30000,2,3,2,3,3,2,2,4,5,10,1,5,1,3,8.0,0,0,0,0,1,1,5,1,1,0,0,1,0,0,0,1,0,3,1,1,1,0,1,1,0,1,0,0,1,3,1,0,0,1,1,0,0,1,1,234,659.0,1099,1324,1500,2250,350,0,0,0,0,0,2,3,10,2,1,1,1,4,0,1,clean
BDNA0293,Curious Explorer,30000,3,1,1,4,4,4,5,3,4,7,1,3,4,4,1.0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,0,1,0,1,3,0,1,1,1,1,0,0,0,1,2,3,2,1,1,1,0,0,0,3,4,234,503.0,866,1242,1500,1000,350,1,1,1,1,1,1,3,7,3,2,2,2,1,1,2,clean
BDNA0294,Productivity Achiever,15000,5,2,2,3,3,4,2,2,3,6,6,5,1,4,5.0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,3,2,2,1,0,0,0,0,1,2,2,414,716.0,1073,1766,750,1000,350,1,1,1,0,0,2,4,8,1,3,3,1,2,1,1,clean
BDNA0295,Midnight Escapist,15000,2,2,1,2,3,2,2,4,3,9,4,1,1,3,2.5,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,3,2,1,1,0,0,1,0,1,0,1,2,3,1,0,0,0,0,0,0,1,5,103,405.0,553,950,350,1000,100,0,1,0,0,0,1,1,9,1,4,1,4,1,1,1,clean
BDNA0296,Emotional Reader,15000,5,1,2,2,5,2,2,4,3,10,2,5,5,5,5.0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,2,2,1,1,0,1,1,0,1,1,0,2,3,2,1,0,0,0,0,0,3,6,193,427.0,617,1045,750,250,100,1,0,0,0,0,1,3,7,3,2,1,4,1,1,1,clean
BDNA0297,Curious Explorer,15000,2,1,2,2,5,3,4,4,3,4,2,4,4,5,2.5,1,0,0,1,1,1,3,0,1,0,0,1,0,0,0,1,1,2,2,1,0,1,0,1,0,0,0,1,1,3,3,0,0,0,0,0,0,2,5,126,317.0,490,637,350,250,100,1,0,1,1,1,1,2,10,1,2,2,1,2,1,1,clean
BDNA0298,Midnight Escapist,15000,7,4,2,4,3,3,2,3,5,14,1,1,1,4,2.5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,2,5,1,0,0,0,1,1,1,0,0,1,3,1,0,1,0,0,0,0,3,1,137,311.0,382,571,150,1000,100,0,1,0,0,1,1,2,9,1,2,2,1,1,1,3,clean
BDNA0299,Emotional Reader,15000,3,1,2,2,4,4,3,5,3,6,6,2,1,3,2.5,1,1,0,1,0,0,3,1,0,1,1,0,1,0,1,1,0,1,5,1,1,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,1,4,5,215,504.0,801,1092,750,1000,350,1,0,0,0,0,2,3,7,2,1,2,4,2,1,3,clean
BDNA0300,Midnight Escapist,15000,3,1,1,2,4,3,4,3,4,8,1,1,3,5,2.5,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,2,2,1,0,1,0,0,0,2,3,84,413.0,633,985,350,1000,100,1,1,1,1,0,1,3,9,1,2,3,2,2,1,1,clean
BDNA0301,Midnight Escapist,30000,2,3,1,2,3,2,4,4,4,11,4,1,4,5,8.0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,0,1,2,3,2,0,0,0,0,0,0,1,4,294,571.0,793,1287,750,2250,750,1,1,1,0,0,2,2,5,4,1,2,2,3,0,1,clean
BDNA0302,Emotional Reader,60000,3,3,2,2,4,2,3,4,3,7,4,3,4,3,2.5,1,0,0,0,1,0,5,0,0,0,1,0,0,1,0,1,0,1,3,1,1,1,1,1,0,1,0,1,2,3,2,0,0,0,0,0,1,3,2,407,827.0,1289,1683,1500,2250,1500,1,0,0,1,1,1,3,8,1,2,4,2,4,0,2,clean
BDNA0303,Emotional Reader,60000,3,1,1,2,4,3,1,5,4,8,2,1,1,3,2.5,0,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,2,5,1,1,0,1,1,1,1,0,1,3,2,1,1,0,0,0,0,0,3,2,456,905.0,1456,2248,2500,4500,1500,1,1,0,1,0,1,3,7,2,3,2,1,1,1,3,clean
BDNA0304,Emotional Reader,30000,5,2,1,6,3,2,2,4,3,10,6,3,3,4,1.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,3,2,1,1,0,1,1,1,1,0,0,3,2,1,0,0,1,0,0,0,5,6,291,720.0,1176,1721,750,1000,100,0,0,0,1,0,4,2,10,1,3,5,2,3,0,1,clean
BDNA0305,Curious Explorer,15000,3,4,1,2,4,2,4,3,2,7,3,2,4,5,8.0,1,1,0,0,1,1,3,0,0,1,0,1,0,0,0,0,1,2,2,0,1,1,0,0,0,1,0,1,2,3,2,1,1,0,0,0,0,1,3,207,497.0,690,1254,350,1000,350,0,0,0,0,1,4,1,9,4,1,4,1,3,0,1,clean
BDNA0306,Non-Reader,15000,5,1,1,1,2,3,4,3,2,5,5,5,1,2,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,2,3,0,1,0,0,0,0,0,0,0,4,2,3,0,0,0,0,1,0,3,2,127,231.0,378,620,150,250,350,0,0,0,0,0,2,4,2,3,5,3,5,3,0,2,clean
BDNA0307,Productivity Achiever,60000,5,2,2,4,3,5,3,3,2,5,3,2,4,5,8.0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,0,0,0,0,1,0,3,2,2,0,0,0,0,1,0,5,3,516,949.0,1486,2228,2500,4500,1500,1,0,0,0,0,2,4,5,2,1,2,3,2,1,1,clean
BDNA0308,Productivity Achiever,60000,4,5,1,2,4,3,2,2,2,9,3,4,5,5,2.5,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1,1,2,1,1,0,1,0,1,0,0,1,3,2,1,0,1,0,0,1,0,2,4,522,1047.0,1659,2322,2500,4500,1500,1,0,1,0,1,2,3,6,3,2,3,4,1,1,1,clean
BDNA0309,Curious Explorer,30000,2,1,1,6,5,3,3,3,4,5,4,2,2,4,2.5,1,0,0,1,0,0,4,1,0,0,0,1,1,0,0,0,1,2,3,0,1,1,0,0,1,0,0,0,3,4,2,0,1,0,0,0,0,2,2,261,484.0,768,1342,750,1000,350,0,1,1,1,0,1,1,5,4,4,3,4,2,1,2,clean
BDNA0310,Midnight Escapist,15000,3,4,2,1,3,3,2,4,4,8,2,1,1,4,5.0,0,1,0,1,1,0,3,0,0,0,1,1,1,0,1,1,0,2,1,1,1,1,1,0,1,1,0,0,1,4,1,1,0,1,0,0,1,2,3,224,453.0,617,1163,750,1000,350,0,1,0,1,0,1,2,8,3,2,1,3,3,0,1,clean
BDNA0311,Productivity Achiever,60000,2,3,2,3,3,3,3,3,2,2,2,5,4,4,1.0,1,0,0,0,0,0,6,1,0,0,0,1,1,1,0,0,1,3,5,1,0,1,0,0,1,0,1,0,1,2,4,0,0,1,0,0,0,4,1,441,1059.0,1680,2395,2500,2250,750,1,0,1,0,0,1,3,10,3,2,4,1,2,1,3,clean
BDNA0312,Midnight Escapist,30000,3,2,2,1,4,2,3,3,4,11,1,6,4,5,5.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,4,233,612.0,924,1433,1500,1000,750,1,0,1,0,0,1,3,7,3,4,2,2,1,1,3,clean
BDNA0313,Midnight Escapist,5000,4,2,2,2,3,2,2,5,5,9,7,4,2,5,2.5,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,3,2,2,0,0,1,0,0,1,3,3,229,350.0,545,840,150,250,100,1,0,1,0,0,1,2,7,3,5,1,2,1,1,1,clean
BDNA0314,Non-Reader,5000,4,2,2,2,1,3,3,2,3,4,1,5,2,2,2.5,0,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,3,3,4,1,0,0,0,0,1,5,4,146,237.0,414,596,150,250,100,0,0,0,0,0,2,2,5,4,4,2,5,4,0,1,clean
BDNA0315,Curious Explorer,30000,3,2,2,1,5,3,4,3,3,4,4,4,3,5,2.5,0,0,1,1,0,1,3,0,0,1,0,0,1,1,1,1,1,2,1,1,0,0,0,0,1,0,1,0,2,2,2,0,0,0,0,0,0,5,1,260,471.0,874,954,750,2250,350,0,0,1,1,1,5,1,5,4,2,2,1,2,1,1,clean
BDNA0316,Emotional Reader,60000,4,1,1,2,3,3,3,5,3,11,3,6,2,2,2.5,0,1,0,0,0,1,3,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,1,3,2,1,0,0,0,0,0,0,1,2,448,892.0,1529,2039,2500,4500,1500,1,0,0,1,0,1,2,10,1,3,4,1,1,1,1,clean
BDNA0317,Productivity Achiever,30000,5,3,2,3,3,5,3,5,2,7,3,2,5,3,8.0,0,0,1,0,0,1,2,0,1,0,0,0,1,1,0,1,0,2,2,0,1,1,0,0,1,0,1,0,4,4,1,1,0,0,0,0,1,6,2,295,733.0,993,1803,2500,4500,100,1,1,1,0,0,3,2,8,3,1,3,1,3,0,1,clean
BDNA0318,Midnight Escapist,15000,3,3,1,2,4,3,2,3,5,11,2,5,2,5,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,1,1,1,1,2,3,2,0,1,0,0,0,0,3,2,140,378.0,560,829,350,1000,100,1,1,0,0,0,1,2,6,1,4,2,2,3,0,1,clean
BDNA0319,Midnight Escapist,5000,3,4,2,2,4,2,2,4,4,7,1,2,4,4,2.5,0,1,1,1,1,0,2,1,0,0,1,1,0,1,1,1,1,3,2,0,0,0,0,1,1,1,0,0,1,2,3,1,1,0,0,0,0,3,4,76,361.0,646,741,150,250,100,1,0,0,0,0,1,2,10,1,2,2,1,2,1,1,clean
BDNA0320,Midnight Escapist,15000,2,2,2,1,4,3,1,3,4,9,5,1,4,3,2.5,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,4,1,1,1,0,1,0,1,1,1,0,1,4,2,0,0,0,0,0,1,4,3,191,397.0,578,1068,350,1000,350,0,1,0,0,0,1,2,6,3,3,3,4,2,1,1,clean
BDNA0321,Emotional Reader,5000,5,1,1,2,3,2,2,4,3,7,5,5,5,5,2.5,1,0,0,0,0,1,5,0,0,0,1,1,1,1,1,1,0,2,3,1,1,1,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,5,4,170,490.0,799,1172,150,250,100,1,1,0,0,0,4,3,5,1,5,4,2,5,0,2,clean
BDNA0322,Curious Explorer,15000,2,2,1,2,4,2,4,3,3,4,3,4,1,3,1.0,0,1,0,0,0,0,2,0,1,1,1,1,0,0,0,1,0,1,3,0,0,0,0,0,1,1,0,0,2,2,2,1,0,0,0,0,0,4,2,139,302.0,474,607,350,1000,350,1,1,0,0,0,1,2,8,2,2,1,3,2,1,2,clean
BDNA0323,Emotional Reader,30000,3,2,1,3,3,3,3,4,3,5,3,4,6,5,5.0,0,1,0,0,0,1,6,0,0,0,1,1,0,0,0,1,0,3,1,1,1,1,0,1,0,1,1,1,1,3,3,1,0,0,0,0,0,2,4,333,690.0,1121,1544,1500,2250,350,0,1,0,0,0,1,2,5,1,4,5,3,2,1,1,clean
BDNA0324,Midnight Escapist,5000,4,2,2,2,3,3,4,3,4,9,1,3,1,3,2.5,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,3,3,0,1,0,1,1,1,1,0,1,1,3,1,0,1,0,0,0,1,1,4,94,402.0,670,971,150,250,100,1,1,0,1,0,1,1,6,1,3,2,3,4,0,2,clean
BDNA0325,Non-Reader,15000,4,2,2,3,2,4,3,4,3,2,3,1,6,3,0.0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,4,1,1,0,1,0,0,5,1,92,299.0,444,775,150,250,350,1,1,0,0,0,1,3,1,4,4,4,4,2,1,1,clean
